,name,region,group,inosinate,guanylate,adenylic,glutamate,aspartate,threonine,serine,asparagine,glutamine,proline,glycine,alanine,valine,cysteine,methionine,isoleucine,leucine,tyrosine,phenylalanine,tryptophan,lysine,histidine,arginine,source,judgment
428,"Pacific saury, fishing in October",Japan,Fishes and Shellfishes,,,,18.3,1.0,1.8,2.8,0.0,3.8,0.0,9.4,13.6,3.5,0.0,1.5,1.9,3.7,2.2,1.9,0.0,18.2,734.7,1.3,"T. Aoki et al. (2000) J. for the Integrated Study of Dietary Habits, 10, 4, 26-35",unexceptional
429,Paprika orange,,Vegetables,,,,1.3,5.0,5.0,7.1,30.0,75.0,,0.7,1.1,2.5,1.0,0.0,1.2,1.5,1.3,3.1,1.3,0.7,1.9,5.7,Hinako Ito and Hiroshi Ueno,bad
430,Paprika red,,Vegetables,,,,1.9,9.7,7.3,10.7,31.0,74.0,,0.8,3.3,4.0,0.0,0.0,1.4,1.9,1.4,3.3,0.0,1.4,3.7,6.4,Hinako Ito and Hiroshi Ueno,bad
431,Paprika yellow,,Vegetables,,,,0.9,4.1,5.0,6.8,31.0,69.0,,0.8,1.7,3.0,0.0,0.0,1.4,1.5,1.3,3.5,1.2,0.7,1.5,9.6,Hinako Ito and Hiroshi Ueno,bad
432,Parmigiano reggiano,Italy,Milks,,,,1180.0,260.0,270.0,500.0,290.0,0.0,680.0,150.0,180.0,530.0,0.0,180.0,490.0,700.0,250.0,360.0,50.0,790.0,200.0,10.0,,very good
433,Parsley,,Vegetables,,,,3.8,4.8,22.0,26.0,98.0,231.0,,0.1,1.8,14.0,0.0,8.1,7.3,3.2,10.0,33.0,7.1,1.4,11.0,18.0,Hinako Ito and Hiroshi Ueno,bad
434,Parsley,Japan,Vegetables,,,,69.0,107.2,24.2,15.8,37.8,19.0,0.0,1.9,8.6,26.5,,,19.9,10.9,11.2,27.8,,10.1,0.0,7.1,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",unexceptional
435,Peach,Japan,Fruits,,,,15.7,20.5,6.1,18.7,269.4,7.7,0.0,1.5,24.4,5.3,,,3.6,0.4,0.0,1.8,,0.0,1.3,0.0,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",unexceptional
436,Pearl oyster scapular,Japan　Ehime,Fishes and Shellfishes,,,,0.0,2.0,6.0,5.0,,,,26.0,46.0,14.0,0.0,4.0,4.0,4.0,3.0,3.0,,21.0,4.0,295.0,"Y. Hiraoka et al. (2011)  Ehime Prefecture Industrial Technology Institute Research Report 49, 19－22",bad
437,Peaso,Denmark,Seasonings and Spices,,,,218.0,194.0,45.0,310.0,,,139.0,67.0,402.0,193.0,28.0,17.0,249.0,,134.0,138.0,,413.0,47.0,253.0,"Ole G. Mouritsen, Lars Duelund, Ghislaine Calleja, et al. Ile=Ile+Leu",unexceptional
438,Perilla/Shiso,Japan,Vegetables,,,,44.5,48.1,2.6,6.6,32.5,3.6,,0.7,11.0,7.4,,,1.7,2.2,2.9,3.7,,1.7,,4.1,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",unexceptional
439,Persimmon,Japan Toyama,Fruits,,,,7.9,14.2,11.2,6.8,,,1.0,1.0,2.7,6.4,0.5,0.0,4.3,5.0,3.2,6.1,4.7,0.4,2.1,9.7,,bad
440,"Persimmon, dried",Japan Toyama,Fruits,,,,3.8,17.1,16.3,12.3,,,7.6,4.0,19.2,9.3,1.2,0.0,5.7,7.5,4.2,11.2,10.4,0.8,1.7,13.0,"M. Kashima et al. (2010) Bulletin of the Food Research Institute, Toyama Prefectural Agricultural, Forestry and Fisheries Research Center 1, 13-22",bad
441,"Persimmon, Mizushima gaki, sweet,",Japan Toyama,Fruits,,,,1.4,3.9,0.5,0.6,,,0.0,0.4,0.6,0.5,0.2,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,"M. Kashima et al. (2010) Bulletin of the Food Research Institute, Toyama Prefectural Agricultural, Forestry and Fisheries Research Center 1, 13-22",bad
442,"Persimmon, Sanjyagaki, astringent",Japan Toyama,Fruits,,,,2.2,8.6,4.0,25.0,,,0.0,0.5,1.1,1.5,0.0,0.0,0.8,0.9,0.8,1.4,2.7,0.1,0.6,5.1,"M. Kashima et al. (2010) Bulletin of the Food Research Institute, Toyama Prefectural Agricultural, Forestry and Fisheries Research Center 1, 13-22",bad
443,"Pink shrimp, frozen",Argentina,Fishes and Shellfishes,,,,36.0,2.0,20.0,36.0,29.0,87.0,340.0,698.0,126.0,24.0,4.0,18.0,18.0,30.0,17.0,16.0,0.0,33.0,14.0,563.0,"K. Takada et al. (1988) Nippon Suisan Gakkaishi 54, 12, 2173-2179",unexceptional
444,"Pink shrimp, frozen",Brazil,Fishes and Shellfishes,,,,21.0,2.0,20.0,40.0,24.0,83.0,285.0,415.0,63.0,19.0,3.0,8.0,14.0,25.0,12.0,11.0,0.0,25.0,15.0,418.0,"K. Takada et al. (1988) Nippon Suisan Gakkaishi 54, 12, 2173-2179",unexceptional
445,"Pink shrimp, frozen",Nigeria,Fishes and Shellfishes,,,,22.0,1.0,26.0,38.0,38.0,108.0,283.0,708.0,80.0,24.0,4.0,17.0,15.0,27.0,11.0,12.0,0.0,26.0,17.0,518.0,"K. Takada et al. (1988) Nippon Suisan Gakkaishi 54, 12, 2173-2179",unexceptional
446,"Plum, Inazumi",Japan Toyama,Fruits,,,,10.6,10.6,2.7,7.6,,,1.7,0.3,3.6,1.7,0.0,0.2,1.4,1.2,0.2,0.4,0.0,0.2,0.7,0.8,"M. Kashima et al. (2010) Bulletin of the Food Research Institute, Toyama Prefectural Agricultural, Forestry and Fisheries Research Center 1, 13-22",unexceptional
447,"Polished rice, Japonica",Australia,Cereals,,,,3.92,3.06,0.2,0.88,5.8,,0.46,0.46,1.66,0.27,0.15,0.09,0.1,0.12,0.16,0.11,,0.15,0.13,0.48,"K.Aida et al (1995) J. of Home Economics of Japan 46, 871-875",bad
448,"Polished rice, Japonica",USA California,Cereals,,,,3.89,2.4,0.2,0.66,4.66,,0.54,0.5,2.19,0.34,0.18,0.12,0.14,0.18,0.16,0.16,,0.17,0.13,0.46,"K.Aida et al (1995) J. of Home Economics of Japan 46, 871-875",bad
449,"Polished rice, Japonica",China,Cereals,,,,9.33,8.76,0.55,2.28,6.33,,0.73,0.76,3.24,0.81,0.46,0.13,0.32,0.31,0.42,0.25,,0.36,0.3,0.93,"K.Aida et al (1995) J. of Home Economics of Japan 46, 871-875",bad
450,"Polished rice, Koshihikari",Japan Toyama,Cereals,,,,1.7,1.5,0.2,0.9,,,0.0,0.4,1.7,0.2,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.3,"M. Kashima et al. (2010) Bulletin of the Food Research Institute, Toyama Prefectural Agricultural, Forestry and Fisheries Research Center 1, 13-22",bad
451,"Polished rice, Koshihikari",Japan,Cereals,,,,16.26,8.89,0.8,2.94,,,,1.0,3.94,1.36,,,1.1,,1.74,1.1,,0.56,0.0,0.0,"K. Saegusa et. al (1993)Japanese Journal of Crop Science 62, No. Supplement 1, 286-287",unexceptional
452,"Polished rice, Koshihikari",Japan,Cereals,,,,5.94,5.75,0.25,1.15,,,0.21,0.37,1.58,0.33,0.24,0.09,0.11,0.14,0.21,0.13,,0.23,0.17,0.94,"K.Aida et al (1995) J. of Home Economics of Japan 46, 871-875",bad
453,Porcon Mushroom,Peru,Mushrooms,,,,738.0,61.0,89.0,124.0,0.0,210.0,60.0,41.0,238.0,70.0,0.0,0.0,38.0,43.0,50.0,34.0,36.0,58.0,51.0,213.0,Umami Information Center,good
454,Pork stored for 1 days after butchery in refrigerator,Japan,Meats,260.01,,,3.53,0.93,3.34,2.94,1.85,18.85,3.45,8.93,18.09,4.69,0.24,1.34,3.02,4.72,2.72,2.48,,3.8,1.86,2.61,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",bad
455,Pork stored for 6 days after butchery in refrigerator,Japan,Meats,225.5,,,9.12,2.0,5.12,6.31,4.23,19.0,4.03,10.96,21.47,6.56,0.72,4.18,4.85,8.53,5.44,4.96,,6.29,2.79,5.92,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",bad
456,Potato,,Potatoes and Starches,,,,9.3,13.0,7.5,8.6,58.0,70.0,,1.6,2.4,18.0,0.0,5.0,4.6,3.4,14.0,11.0,3.5,13.0,12.0,31.0,Hinako Ito and Hiroshi Ueno,bad
457,"Potato, Danshaku",Japan Hokkaido,Potatoes and Starches,,,,44.1,43.6,11.3,13.7,347.9,90.6,18.6,3.4,8.2,24.3,,7.9,5.3,2.5,9.3,0.4,,25.4,7.5,23.3,"A. Furudate et al (2001) J. of Home Economics of Japan 52, 71-74",unexceptional
458,"Potato, Mayqueen",Japan Hokkaido,Potatoes and Starches,,,,33.6,30.5,9.3,8.8,212.2,55.8,7.6,1.7,5.8,19.4,,8.1,5.4,2.1,7.9,0.8,,16.8,5.6,18.9,"A. Furudate et al (2001) J. of Home Economics of Japan 52, 71-74",unexceptional
459,Potherb mustard,,Vegetables,,,,11.0,8.3,4.5,3.3,12.0,31.0,,0.7,3.0,4.6,0.0,0.0,2.7,1.3,1.7,2.9,1.1,3.2,4.7,16.0,Hinako Ito and Hiroshi Ueno,unexceptional
460,Propagule,,Vegetables,,,,12.0,16.0,6.9,44.0,8.6,3.5,,3.4,5.8,4.2,0.0,0.8,2.8,1.8,0.8,3.0,4.1,2.1,5.0,24.0,Hinako Ito and Hiroshi Ueno,unexceptional
461,Psenopsis/Japanese butterfish,Japan　Ehime,Fishes and Shellfishes,,,,14.0,11.0,6.0,5.0,,,5.0,8.0,14.0,8.0,0.0,3.0,5.0,9.0,4.0,5.0,,12.0,25.0,5.0,"Y. Hiraoka et al. (2011)  Ehime Prefecture Industrial Technology Institute Research Report 49, 19－22",unexceptional
462,Radish,,Vegetables,,,,1.9,3.7,4.1,3.9,7.2,24.0,,1.1,4.1,5.0,0.0,0.0,2.2,1.5,3.0,1.6,0.0,2.2,2.0,3.2,Hinako Ito and Hiroshi Ueno,bad
463,Red beets,Japan,Vegetables,,,,59.0,25.0,11.0,24.0,,,2.0,9.0,39.0,13.0,0.0,1.0,19.0,14.0,2.0,1.0,4.0,4.0,4.0,3.0,source:Umami Information Center,unexceptional
464,Red sea bream,Japn Ehime,Fishes and Shellfishes,,,,11.0,0.0,9.0,0.0,,,5.0,7.0,9.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,,59.0,30.0,19.0,"Y. Hiraoka et al. (2011)  Ehime Prefecture Industrial Technology Institute Research Report 49, 19－22",unexceptional
465,"Red turnip, Akakura",Japan Aichi,Vegetables,,,,34.0,5.1,3.4,7.2,5.3,56.6,5.4,2.1,11.8,,,2.0,3.1,1.7,1.8,2.4,0.0,2.0,3.0,1.6,K. Ishikawa et al (2010) Aichi Prefecture Industrial Technology Institute Research Report 76-79,unexceptional
466,"Rice bran, Koshihikari",Japan,Cereals,,,,132.28,72.5,5.58,20.82,,,,5.08,25.84,4.84,,,2.58,,3.84,2.62,,5.36,2.9,5.6,"K. Saegusa et. al (1993)Japanese Journal of Crop Science 62, No. Supplement 1, 286-287",unexceptional
467,"Rice germ, Koshihikari",Japan,Cereals,,,,231.96,114.92,11.24,30.5,,,,7.6,40.4,9.32,,,5.2,,7.7,4.14,,14.06,6.86,28.56,"K. Saegusa et. al (1993)Japanese Journal of Crop Science 62, No. Supplement 1, 286-287",unexceptional
468,Rice vinegar,Japan,Seasonings and Spices,,,,50.1,5.4,3.9,4.2,,,3.3,12.0,14.6,6.3,,1.1,4.1,7.7,4.9,4.2,,3.0,2.1,5.8,"Y. Tamura et al (2004) J. Brew.Soc. Japan 99, 3, 202－207",unexceptional
469,"Rice, Indica, polished",Thailand,Cereals,,,,1.34,0.45,0.09,0.22,2.14,,0.21,0.33,0.72,0.23,0.41,0.11,0.15,0.11,0.18,0.12,,0.06,0.05,0.09,"K.Aida et al (1995) J. of Home Economics of Japan 46, 871-875",bad
470,"Roasted green tea/Hoji cha, leaf",Japan,Beverages,,,,16.7,27.2,3.2,10.3,,,,1.0,3.9,1.1,,,0.9,0.6,1.1,1.1,,1.4,0.9,14.6,"Society for the Study of Tea-Making(1973) Tea Research Journal 40, 58-66",unexceptional
471,Rocket salad,,Vegetables,,,,1.5,4.9,5.9,9.6,7.1,137.0,,0.8,5.2,6.6,0.0,0.2,3.4,1.9,1.3,3.5,2.8,1.4,1.6,7.1,Hinako Ito and Hiroshi Ueno,bad
472,"Rockfish, Kichiji",Japan,Fishes and Shellfishes,,,,5.6,1.0,5.2,2.8,0.0,0.0,5.1,21.6,7.8,0.6,0.0,0.9,1.0,0.8,0.8,0.7,0.0,13.2,1.7,9.5,"T. Aoki et al. (2000) J. for the Integrated Study of Dietary Habits, 10, 4, 26-35",bad
473,Romaine lettuce,Japan Ibaragi,Vegetables,,,,21.0,11.0,9.0,10.0,65.0,76.0,4.0,0.0,9.0,10.0,0.0,0.0,10.0,10.0,5.0,8.0,4.0,5.0,5.0,19.0,Umami Information Center,unexceptional
474,Sake lees,Japan Niigata,Seasonings and Spices,0.0,0.0,,172.0,151.0,64.0,82.0,27.0,58.0,63.0,84.0,200.0,95.0,0.0,25.0,74.0,111.0,70.0,67.0,21.0,104.0,46.0,109.0,,unexceptional
475,"Sake lees, daiginjo",Japan Niigata,Seasonings and Spices,0.0,0.0,,272.0,241.0,86.0,106.0,5.0,57.0,85.0,113.0,283.0,128.0,0.0,37.0,103.0,151.0,87.0,88.0,29.0,149.0,68.0,157.0,,unexceptional
476,"Sakura shrimp/Sergia lucens, dried",Japan Shizuoka,Fishes and Shellfishes,190.0,,,490.0,90.0,180.0,190.0,,,1580.0,550.0,710.0,260.0,0.0,120.0,180.0,350.0,190.0,170.0,40.0,310.0,40.0,1480.0,source:Umami Informasion Center,acceptable
477,"Sakura shrimp/Sergia lucens, raw",Japan Shizuoka,Fishes and Shellfishes,40.0,0.0,,106.0,21.0,51.0,48.0,23.0,77.0,386.0,132.0,232.0,78.0,3.0,42.0,56.0,95.0,58.0,56.0,13.0,91.0,30.0,314.0,source:Umami Informasion Center,unexceptional
478,Salad spinach,,Vegetables,,,,13.0,17.0,6.4,8.0,14.0,24.0,,0.9,5.8,8.2,0.0,0.0,5.8,8.6,7.5,6.9,2.5,2.7,8.2,11.0,Hinako Ito and Hiroshi Ueno,unexceptional
479,Salmon (fishing in July),Japan,Fishes and Shellfishes,,,,9.8,1.7,6.0,4.3,1.7,2.3,4.0,7.4,33.6,8.8,1.1,2.8,3.9,8.1,9.1,5.7,0.7,13.2,169.8,4.6,"T. Aoki et al. (2000) J. for the Integrated Study of Dietary Habits, 10, 4, 26-35",bad
480,Salmon (fishing in September),Japan,Fishes and Shellfishes,,,,32.3,2.6,7.4,8.8,0.8,4.7,4.7,20.1,41.4,8.2,1.2,4.7,5.5,7.3,7.0,4.6,0.7,25.8,22.4,11.1,"T. Aoki et al. (2000) J. for the Integrated Study of Dietary Habits, 10, 4, 26-35",unexceptional
481,Salmon roe,Japan,Fishes and Shellfishes,2.7,,,23.5,12.4,6.6,14.0,,,3.2,4.0,8.9,9.6,,3.1,8.6,11.7,5.6,7.6,,9.0,2.1,6.6,"S. Fuke et al (1991)physiology & Behavior, 49, 863-868",unexceptional
482,"Salted squid guts, fermented for 0 days",Japan,Fishes and Shellfishes,,,,84.0,44.0,39.0,32.0,36.0,,380.0,75.0,102.0,45.0,39.0,42.0,46.0,96.0,49.0,54.0,,60.0,78.0,141.0,"Shiokara・Kusaya・katsuobushi, Tateo Fujii, Kouseusyakouseikaku, 2001. salt content:13.7%",unexceptional
483,"Salted squid guts, fermented for 33 days",Japan,Fishes and Shellfishes,,,,546.0,298.0,153.0,145.0,,,432.0,146.0,270.0,212.0,46.0,172.0,225.0,444.0,162.0,209.0,,331.0,124.0,393.0,"Shiokara・Kusaya・katsuobushi, Tateo Fujii, Kouseusyakouseikaku, 2001. salt content:13.7%, preserved at 10℃",good
484,"Salted squid guts, fermented for 67 days",Japan,Fishes and Shellfishes,,,,621.0,366.0,186.0,180.0,,,465.0,156.0,336.0,288.0,47.0,221.0,293.0,534.0,199.0,246.0,,451.0,145.0,473.0,"Shiokara・Kusaya・katsuobushi, Tateo Fujii, Kouseusyakouseikaku, 2001. salt content:13.7%, over aged, preserved at 10℃",good
485,Satsuma mandarin,Japan,Fruits,,,,10.3,24.3,2.6,13.0,29.1,9.1,16.2,0.8,11.1,1.1,,,0.4,0.4,0.8,2.0,,5.2,0.6,20.8,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",unexceptional
486,Sauce,UK,Seasonings and Spices,,,,33.0,25.0,3.0,4.0,,,10.0,3.0,10.0,5.0,,0.0,2.0,3.0,2.0,4.0,,2.0,2.0,3.0,,unexceptional
487,Scallop,Japan,Fishes and Shellfishes,0.0,,,140.0,4.0,16.0,8.0,,,51.0,1925.0,256.0,8.0,4.0,3.0,2.0,3.0,,2.0,,5.0,2.0,323.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
488,"Scallop, dried",Hong Kong,Fishes and Shellfishes,0.0,99.2,,139.4,3.7,24.4,14.7,0.0,0.0,189.2,2828.3,292.7,26.3,0.0,9.4,15.4,16.0,11.4,9.44,15.7,42.1,0.0,1452.8,Umami Information Center,unexceptional
489,Scorpionfish,Japan Ehime,Fishes and Shellfishes,,,,5.0,1.0,3.0,2.0,,,2.0,11.0,9.0,3.0,0.0,0.0,2.0,3.0,2.0,1.0,,5.0,2.0,3.0,"Y. Hiraoka et al. (2011)  Ehime Prefecture Industrial Technology Institute Research Report 49, 19－22",bad
490,sea lettuce,Japan,Algae,10.0,,,166.0,30.0,8.0,17.0,,,60.0,10.0,50.0,10.0,0.0,2.0,5.0,7.0,4.0,4.0,2.0,6.0,2.0,220.0,,unexceptional
491,Sea urchin,Japan,Fishes and Shellfishes,2.0,,,103.0,4.0,68.0,130.0,,,26.0,842.0,261.0,154.0,12.0,47.0,100.0,176.0,158.0,79.0,39.0,215.0,54.0,316.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
492,Shiitake mushroom,Japan,Mushrooms,0.0,20.0,,131.0,,,,,,,,,,,,,,,,,,,,,unexceptional
493,"Shiitake mushroom, dried",Japan,Mushrooms,,4.7,,343.8,67.5,53.6,45.7,37.6,188.21,27.9,29.5,100.9,45.1,,7.5,21.3,34.44,29.9,28.8,15.3,31.3,19.0,38.3,"M. Higashiguchi et al.（2005）J. for the Integrated Study of Dietary Habits, 15, 4, 253ー260",acceptable
494,Shio-koji A,Egypt,Seasonings and Spices,,,77.0,41.0,22.0,25.0,,,14.0,,14.0,36.0,35.0,0.0,10.0,27.0,54.0,35.0,32.0,6.0,37.0,11.0,57.0,Umami Information Center,unexceptional
495,Shrimp paste Kapi,Cambodia,Seasonings and Spices,,,,1140.21,580.92,370.8,250.29,,,129.78,519.12,769.41,550.02,0.0,339.9,398.61,831.21,420.24,321.36,0.0,988.8,151.41,0.0,"Y. Yoshida (1998) Food Rev. Int.,14(2&3),213-246",very good
496,Shrimp paste Kapi,Thailand,Seasonings and Spices,,,,1647.28,1047.0,104.7,83.76,,,411.82,764.31,1186.6,666.59,743.37,349.0,565.38,945.79,596.79,425.78,0.0,1099.35,132.65,38.39,"Y. Yoshida (1998) Food Rev. Int.,14(2&3),213-246",very good
497,Shrimp paste Ngapi senza,Myanmar,Seasonings and Spices,,,,1360.4,953.8,387.6,83.6,,,148.2,345.8,851.2,497.8,140.6,262.2,402.8,771.4,661.2,280.0,106.4,813.2,79.8,64.6,"Y. Yoshida (1998) Food Rev. Int.,14(2&3),213-246",very good
498,"Shrimp paste, Nappi",Bangladesh,Seasonings and Spices,,,,989.8,529.24,202.0,88.88,,,48.48,290.88,1030.2,469.64,,161.6,420.16,569.64,0.0,169.68,319.16,731.24,48.48,0.0,"Y. Yoshida (1998) Food Rev. Int.,14(2&3),213-246",good
499,"Shrimp paste, Terasi",Indonesia,Seasonings and Spices,,,,1508.56,872.0,501.4,361.88,,,0.0,627.84,1028.96,771.72,0.0,340.08,688.88,1281.84,610.4,470.88,0.0,1190.28,0.0,200.56,"Y. Yoshida (1998) Food Rev. Int.,14(2&3),213-246",very good
500,Shrimp-shaped taro,Japan Shizuoka,Potatoes and Starches,,,,8.0,18.0,3.0,10.0,23.0,5.0,1.0,0.0,2.0,4.0,0.0,0.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,14.0,source:Umami Information Center,bad
501,"Skipjack tuna, bloody or dark part",Japan Ehime,Fishes and Shellfishes,,,,6.0,1.0,3.0,6.0,,,1.0,32.0,48.0,6.0,0.0,1.0,2.0,4.0,2.0,2.0,,5.0,235.0,1.0,"Y. Hiraoka et al. (2011)  Ehime Prefecture Industrial Technology Institute Research Report 49, 19－22",bad
502,"Skipjack tuna, bonito",Japan,Fishes and Shellfishes,,,,8.8,1.2,5.0,4.6,0.0,3.4,0.0,11.5,21.5,6.2,0.0,41.1,3.8,7.4,8.0,5.1,2.5,17.5,510.4,3.0,"T. Aoki et al. (2000) J. for the Integrated Study of Dietary Habits, 10, 4, 26-35",bad
503,Snap peas,Japan,Vegetables,,,,19.0,19.0,204.0,251.0,407.0,545.0,31.0,146.0,119.0,65.0,0.0,26.0,25.0,13.0,5.0,9.0,0.0,35.0,23.0,76.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
504,Snap peas,Japan,Vegetables,,,,18.0,14.0,43.0,115.0,294.0,48.0,3.0,4.0,88.0,27.0,0.0,0.0,8.0,4.0,1.0,6.0,2.0,7.0,8.0,42.0,,unexceptional
505,Snow crab Leg meat female,Japan,Fishes and Shellfishes,,,,11.0,6.0,4.0,3.0,10.0,,154.0,253.0,74.0,6.0,,5.0,5.0,8.0,5.0,5.0,0.0,8.0,5.0,292.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
506,Snow crab Leg meat male,Japan,Fishes and Shellfishes,,,,19.0,10.0,14.0,17.0,,,327.0,623.0,187.0,30.0,,19.0,29.0,30.0,19.0,17.0,10.0,25.0,8.0,579.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
507,Snow crab ovary,Japan,Fishes and Shellfishes,,,,22.0,8.0,18.0,19.0,44.0,,85.0,172.0,114.0,51.0,,30.0,48.0,67.0,50.0,50.0,12.0,80.0,11.0,224.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
508,Snow crab Ovary,Japan,Fishes and Shellfishes,,,,16.0,5.0,8.0,8.0,32.0,,40.0,101.0,52.0,12.0,,8.0,9.0,13.0,55.0,17.0,105.0,53.0,10.0,277.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
509,Soba soup base,Japan,Seasonings and Spices,50.0,,,725.0,100.0,42.0,61.0,,,60.0,37.0,103.0,58.0,0.0,14.0,51.0,80.0,10.0,46.0,2.0,58.0,54.0,49.0,,good
510,Soba soup base,Japan,Seasonings and Spices,60.0,,,784.0,62.0,40.0,54.0,,,50.0,30.0,67.0,57.0,0.0,15.0,51.0,81.0,11.0,48.0,2.0,55.0,35.0,48.0,,good
511,Soba soup base,Japan,Seasonings and Spices,30.0,,,1980.0,132.0,70.0,94.0,,,93.0,113.0,109.0,98.0,0.0,25.0,90.0,140.0,20.0,82.0,4.0,94.0,42.0,97.0,,very good
512,Soy sauce,Taiwan,Seasonings and Spices,,,,733.0,416.0,181.0,271.0,20.0,,271.0,345.0,446.0,287.0,7.0,69.0,222.0,345.0,61.0,113.0,,356.0,100.0,170.0,"Huifeng Ren et al (1993) Nippon Suisan Gakkaishi 59, 11, 1929-1935",good
513,soy sauce koikuchi,Japan,Seasonings and Spices,,,,980.0,620.0,280.0,370.0,,,350.0,210.0,370.0,380.0,0.0,90.0,350.0,510.0,70.0,320.0,10.0,400.0,130.0,460.0,Umami Information Center,good
514,Soy sauce shiroshoyu,Japan,Seasonings and Spices,,,,460.0,105.0,71.0,1113.0,,,162.0,70.0,113.0,103.0,0.0,29.0,88.0,150.0,68.0,93.0,8.0,86.0,36.0,55.0,Umami Information Center,acceptable
515,"Soy sauce, 1st grade",China Harbin,Seasonings and Spices,,,,436.0,271.0,142.0,196.0,41.0,,225.0,102.0,281.0,216.0,0.0,46.0,150.0,230.0,80.0,59.0,,324.0,68.0,130.0,"Huifeng Ren et al (1993) Nippon Suisan Gakkaishi 59, 11, 1929-1935",acceptable
516,"Soy sauce, 1st grade",China Kanton,Seasonings and Spices,,,,236.0,215.0,111.0,129.0,38.0,,205.0,115.0,468.0,176.0,2.0,37.0,129.0,226.0,56.0,67.0,,294.0,53.0,61.0,"Huifeng Ren et al (1993) Nippon Suisan Gakkaishi 59, 11, 1929-1935",unexceptional
517,"Soy sauce, 2nd grade",China Dalian,Seasonings and Spices,,,,228.0,192.0,95.0,131.0,21.0,,120.0,55.0,159.0,149.0,12.0,42.0,131.0,223.0,102.0,118.0,,115.0,42.0,132.0,"Huifeng Ren et al (1993) Nippon Suisan Gakkaishi 59, 11, 1929-1935",unexceptional
518,"Soy sauce, 2nd grade",China Harbin,Seasonings and Spices,,,,185.0,127.0,86.0,99.0,80.0,,139.0,53.0,129.0,117.0,20.0,49.0,107.0,154.0,110.0,88.0,,150.0,67.0,97.0,"Huifeng Ren et al (1993) Nippon Suisan Gakkaishi 59, 11, 1929-1935",unexceptional
519,"Soy sauce, dark",Japan,Seasonings and Spices,,,,1078.0,184.0,269.0,414.0,0.0,0.0,367.0,227.0,670.0,378.0,0.0,116.0,386.0,630.0,51.0,370.0,0.0,453.0,172.0,521.0,M. Mori (2011) Doctoral dissertation of Iwate University,very good
520,"Soy sauce, extra grade",China　Quingdao,Seasonings and Spices,,,,443.0,417.0,218.0,297.0,43.0,,258.0,120.0,329.0,342.0,11.0,81.0,279.0,412.0,168.0,150.0,,194.0,63.0,226.0,"Huifeng Ren et al (1993) Nippon Suisan Gakkaishi 59, 11, 1929-1935",acceptable
521,"Soy sauce, extra grade",China　Dalian,Seasonings and Spices,,,,707.0,404.0,210.0,281.0,45.0,,306.0,118.0,343.0,324.0,20.0,91.0,257.0,414.0,183.0,117.0,,234.0,102.0,298.0,"Huifeng Ren et al (1993) Nippon Suisan Gakkaishi 59, 11, 1929-1935",good
522,"Soy sauce, extra grade",China Fujian,Seasonings and Spices,,,,926.0,485.0,237.0,358.0,132.0,,391.0,223.0,565.0,400.0,6.0,82.0,261.0,396.0,89.0,89.0,,444.0,121.0,341.0,"Huifeng Ren et al (1993) Nippon Suisan Gakkaishi 59, 11, 1929-1935",good
523,"Soy sauce, kanjan, Korea",Korea,Seasonings and Spices,,,,937.85,730.15,292.1,431.56,,,416.72,234.79,390.54,423.57,,114.91,404.81,631.31,78.11,360.02,,386.19,109.27,371.32,,good
524,"Soy sauce, light",Japan,Seasonings and Spices,,,,1117.0,476.0,206.0,313.0,0.0,31.0,345.0,166.0,253.0,291.0,0.0,104.0,299.0,492.0,43.0,302.0,0.0,367.0,168.0,436.0,M. Mori (2011) Doctoral dissertation of Iwate University,very good
525,"Soy sauce, light (usukuchi)",Japan,Seasonings and Spices,,,,730.0,480.0,210.0,300.0,,,230.0,170.0,250.0,280.0,0.0,80.0,270.0,430.0,30.0,270.0,20.0,330.0,100.0,370.0,Umami Information Center,good
526,"Soy sauce, sashimi",Japan,Seasonings and Spices,,,,1680.0,910.0,270.0,390.0,,,450.0,300.0,420.0,310.0,0.0,60.0,250.0,410.0,70.0,280.0,0.0,370.0,90.0,370.0,Umami Information Center,very good
